location,time_operation,lcohp,scenario
CZE,4,205.5873721432358,S2
CZE,5,228.694895796401,S2
CZE,6,211.33888786091592,S2
CZE,7,204.12549480974448,S2
CZE,8,202.9134187745801,S2
CZE,9,203.9338797858558,S2
CZE,10,197.50804092525036,S2
CZE,11,177.68747188821354,S2
CZE,12,221.1585739960185,S2
CZE,13,204.5003971206864,S2
DEU,0,235.1968674825713,S2
DEU,1,227.74135005765734,S2
DEU,2,221.0982570649513,S2
DEU,3,215.73313980349735,S2
DEU,4,220.15241794160553,S2
DEU,5,237.03217509685348,S2
DEU,6,256.42564409870016,S2
DEU,7,246.70098898352234,S2
DEU,8,207.17188663527622,S2
DEU,9,199.11349374111958,S2
DEU,10,183.9449867243614,S2
DEU,11,189.00560200578627,S2
DEU,12,192.61877620565312,S2
DEU,13,192.53422546678567,S2
ITA,0,155.37923914939776,S2
ITA,1,157.5338105155069,S2
ITA,2,164.28950908577502,S2
ITA,3,157.3192949319578,S2
ITA,4,147.39169609028855,S2
ITA,5,145.63058031168794,S2
ITA,6,145.04063461321832,S2
ITA,7,168.55194759105854,S2
ITA,8,223.19382935241666,S2
ITA,9,215.96868993506695,S2
ITA,10,162.20726150305862,S2
ITA,11,227.2493836740946,S2
ITA,12,190.4242051046462,S2
ITA,13,218.12897447662397,S2
JPN,0,468.22864277040276,S2
JPN,1,465.2139674455227,S2
JPN,2,460.6500713416266,S2
JPN,3,389.5175498632047,S2
JPN,4,385.86117082681636,S2
JPN,5,391.95503626021593,S2
JPN,6,377.92422957438544,S2
JPN,7,362.8784988303606,S2
JPN,8,358.7130062187697,S2
JPN,9,317.4941490296568,S2
JPN,10,274.1209819124504,S2
JPN,11,232.62363744086144,S2
JPN,12,226.3874144813622,S2
JPN,13,188.57082797942397,S2
KOR,0,408.66865758868266,S2
KOR,1,325.9480366457381,S2
KOR,2,252.58004148237222,S2
KOR,3,219.32617384801898,S2
KOR,4,191.71318772194252,S2
KOR,5,184.45038152761944,S2
KOR,6,186.55272686166686,S2
KOR,7,175.01236065052308,S2
KOR,8,184.84462085057785,S2
KOR,9,169.33265726196274,S2
KOR,10,200.38795776445738,S2
KOR,11,184.59103120581293,S2
KOR,12,191.73493979788677,S2
KOR,13,191.30959808452758,S2
ROE,0,212.7683320176787,S2
ROE,1,195.58523172911606,S2
ROE,2,180.24084698391025,S2
ROE,3,176.20118886791337,S2
ROE,4,169.67135173829263,S2
ROE,5,164.20587050708056,S2
ROE,6,165.71516005311761,S2
ROE,7,175.38705233675776,S2
ROE,8,196.5492538521998,S2
ROE,9,193.65117104623377,S2
ROE,10,191.07476946906928,S2
ROE,11,174.6988964492736,S2
ROE,12,193.36993284377053,S2
ROE,13,214.06820109921557,S2
ROW,0,436.6231791448657,S2
ROW,1,314.28559366946354,S2
ROW,2,298.5253061784126,S2
ROW,3,285.9407592608214,S2
ROW,4,275.0382242397569,S2
ROW,5,204.52651324629147,S2
ROW,6,203.92547756728135,S2
ROW,7,192.53743802463285,S2
ROW,8,194.02470148545177,S2
ROW,9,200.84081679221705,S2
ROW,10,190.5469814415801,S2
ROW,11,257.0241733905804,S2
ROW,12,182.8470981930779,S2
ROW,13,177.53174371037258,S2
USA,0,183.30821122637178,S2
USA,1,178.29709415916457,S2
USA,2,171.77655572229568,S2
USA,3,161.4489418100204,S2
USA,4,176.78272239862017,S2
USA,5,173.7683616294879,S2
USA,6,176.4943433295144,S2
USA,7,178.93838708586208,S2
USA,8,174.36162673473245,S2
USA,9,165.09528451532154,S2
USA,10,160.8466130463959,S2
USA,11,159.56990528324513,S2
USA,12,155.1664475976313,S2
USA,13,153.57124629535514,S2
